snapshot_date,split_id,protocol,seed,subject,partition,ch,mean_contact,rank_mean_contact,dead_flag
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,116,0.00401612,110,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,117,0.01275796,100,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,118,0.04261187,81,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,119,0.09822676,64,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,12,0.12791608,58,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,120,0.23165129,44,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,121,0.41032853,24,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,122,0.54891038,3,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,123,0.54344216,4,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,13,0.05684387,73,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,14,0.09238912,66,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,15,0.05756443,72,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,16,0.05660246,74,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,17,0.07759018,69,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,18,0.08592601,67,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,19,0.02445153,90,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,2,0.00926122,102,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,20,0.18179723,50,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,21,0.11952172,60,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,22,0.09453983,65,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,23,0.04746194,79,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,24,0.04967118,78,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,25,0.09979590,63,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,26,0.14449264,52,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,27,0.13924023,54,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,train,28,0.21612448,48,0
